법정동코드,기준연월,시도명,시군구명,읍면동명,계
1111010100,2024-12-31,서울특별시,종로구,청운동,2253
1111010200,2024-12-31,서울특별시,종로구,신교동,1288
1111010300,2024-12-31,서울특별시,종로구,궁정동,194
1111010400,2024-12-31,서울특별시,종로구,효자동,555
1111010500,2024-12-31,서울특별시,종로구,창성동,393
1111010600,2024-12-31,서울특별시,종로구,통의동,311
1111010700,2024-12-31,서울특별시,종로구,적선동,35
1111010800,2024-12-31,서울특별시,종로구,통인동,680
1111010900,2024-12-31,서울특별시,종로구,누상동,3101
1111011000,2024-12-31,서울특별시,종로구,누하동,726
1111011100,2024-12-31,서울특별시,종로구,옥인동,1840
1111011200,2024-12-31,서울특별시,종로구,체부동,691
1111011300,2024-12-31,서울특별시,종로구,필운동,972
1111011400,2024-12-31,서울특별시,종로구,내자동,76
1111011500,2024-12-31,서울특별시,종로구,사직동,3130
1111011600,2024-12-31,서울특별시,종로구,도렴동,2
1111011700,2024-12-31,서울특별시,종로구,당주동,291
1111011800,2024-12-31,서울특별시,종로구,내수동,2660
1111012000,2024-12-31,서울특별시,종로구,신문로1가,76
1111012100,2024-12-31,서울특별시,종로구,신문로2가,718
1111012200,2024-12-31,서울특별시,종로구,청진동,52
1111012300,2024-12-31,서울특별시,종로구,서린동,2
1111012400,2024-12-31,서울특별시,종로구,수송동,258
1111012500,2024-12-31,서울특별시,종로구,중학동,4
1111012600,2024-12-31,서울특별시,종로구,종로1가,108
1111012700,2024-12-31,서울특별시,종로구,공평동,1
1111012800,2024-12-31,서울특별시,종로구,관훈동,81
1111012900,2024-12-31,서울특별시,종로구,견지동,231
1111013000,2024-12-31,서울특별시,종로구,와룡동,95
1111013100,2024-12-31,서울특별시,종로구,권농동,119
1111013200,2024-12-31,서울특별시,종로구,운니동,162
1111013300,2024-12-31,서울특별시,종로구,익선동,1013
1111013400,2024-12-31,서울특별시,종로구,경운동,245
1111013500,2024-12-31,서울특별시,종로구,관철동,321
1111013600,2024-12-31,서울특별시,종로구,인사동,75
1111013700,2024-12-31,서울특별시,종로구,낙원동,862
1111013800,2024-12-31,서울특별시,종로구,종로2가,58
1111013900,2024-12-31,서울특별시,종로구,팔판동,282
1111014000,2024-12-31,서울특별시,종로구,삼청동,1241
1111014100,2024-12-31,서울특별시,종로구,안국동,252
1111014200,2024-12-31,서울특별시,종로구,소격동,125
1111014300,2024-12-31,서울특별시,종로구,화동,194
1111014400,2024-12-31,서울특별시,종로구,사간동,125
1111014600,2024-12-31,서울특별시,종로구,가회동,930
1111014700,2024-12-31,서울특별시,종로구,재동,77
1111014800,2024-12-31,서울특별시,종로구,계동,1025
1111014900,2024-12-31,서울특별시,종로구,원서동,1746
1111015100,2024-12-31,서울특별시,종로구,묘동,23
1111015200,2024-12-31,서울특별시,종로구,봉익동,53
1111015300,2024-12-31,서울특별시,종로구,돈의동,761
1111015400,2024-12-31,서울특별시,종로구,장사동,64
1111015500,2024-12-31,서울특별시,종로구,관수동,378
1111015600,2024-12-31,서울특별시,종로구,종로3가,121
1111015700,2024-12-31,서울특별시,종로구,인의동,1101
1111015800,2024-12-31,서울특별시,종로구,예지동,32
1111015900,2024-12-31,서울특별시,종로구,원남동,447
1111016000,2024-12-31,서울특별시,종로구,연지동,869
1111016100,2024-12-31,서울특별시,종로구,종로4가,22
1111016200,2024-12-31,서울특별시,종로구,효제동,826
1111016300,2024-12-31,서울특별시,종로구,종로5가,223
1111016400,2024-12-31,서울특별시,종로구,종로6가,448
1111016500,2024-12-31,서울특별시,종로구,이화동,1655
1111016600,2024-12-31,서울특별시,종로구,연건동,1740
1111016700,2024-12-31,서울특별시,종로구,충신동,2928
1111016800,2024-12-31,서울특별시,종로구,동숭동,3614
1111016900,2024-12-31,서울특별시,종로구,혜화동,3170
1111017000,2024-12-31,서울특별시,종로구,명륜1가,4261
1111017100,2024-12-31,서울특별시,종로구,명륜2가,3010
1111017200,2024-12-31,서울특별시,종로구,명륜4가,822
1111017300,2024-12-31,서울특별시,종로구,명륜3가,4538
1111017400,2024-12-31,서울특별시,종로구,창신동,18059
1111017500,2024-12-31,서울특별시,종로구,숭인동,15802
1111017600,2024-12-31,서울특별시,종로구,교남동,553
1111017700,2024-12-31,서울특별시,종로구,평동,1549
1111017800,2024-12-31,서울특별시,종로구,송월동,871
1111017900,2024-12-31,서울특별시,종로구,홍파동,1566
1111018000,2024-12-31,서울특별시,종로구,교북동,946
1111018100,2024-12-31,서울특별시,종로구,행촌동,4067
1111018200,2024-12-31,서울특별시,종로구,구기동,5689
1111018300,2024-12-31,서울특별시,종로구,평창동,11562
1111018400,2024-12-31,서울특별시,종로구,부암동,4083
1111018500,2024-12-31,서울특별시,종로구,홍지동,1571
1111018600,2024-12-31,서울특별시,종로구,신영동,3397
1111018700,2024-12-31,서울특별시,종로구,무악동,7839
1114010100,2024-12-31,서울특별시,중구,무교동,8
1114010200,2024-12-31,서울특별시,중구,다동,48
1114010300,2024-12-31,서울특별시,중구,태평로1가,4
1114010400,2024-12-31,서울특별시,중구,을지로1가,1
1114010500,2024-12-31,서울특별시,중구,을지로2가,46
1114010700,2024-12-31,서울특별시,중구,삼각동,5
1114010900,2024-12-31,서울특별시,중구,장교동,2
1114011000,2024-12-31,서울특별시,중구,수표동,1
1114011100,2024-12-31,서울특별시,중구,소공동,1
1114011200,2024-12-31,서울특별시,중구,남창동,404
1114011300,2024-12-31,서울특별시,중구,북창동,163
1114011400,2024-12-31,서울특별시,중구,태평로2가,61
1114011500,2024-12-31,서울특별시,중구,남대문로2가,1
1114011600,2024-12-31,서울특별시,중구,남대문로3가,10
1114011700,2024-12-31,서울특별시,중구,남대문로4가,4
1114011800,2024-12-31,서울특별시,중구,남대문로5가,663
1114011900,2024-12-31,서울특별시,중구,봉래동1가,41
1114012100,2024-12-31,서울특별시,중구,회현동1가,3178
1114012200,2024-12-31,서울특별시,중구,회현동2가,802
1114012300,2024-12-31,서울특별시,중구,회현동3가,37
1114012400,2024-12-31,서울특별시,중구,충무로1가,11
1114012500,2024-12-31,서울특별시,중구,충무로2가,259
1114012600,2024-12-31,서울특별시,중구,명동1가,7
1114012700,2024-12-31,서울특별시,중구,명동2가,512
1114012800,2024-12-31,서울특별시,중구,남산동1가,130
1114012900,2024-12-31,서울특별시,중구,남산동2가,505
1114013000,2024-12-31,서울특별시,중구,남산동3가,39
1114013100,2024-12-31,서울특별시,중구,저동1가,15
1114013200,2024-12-31,서울특별시,중구,충무로4가,1501
1114013300,2024-12-31,서울특별시,중구,충무로5가,586
1114013400,2024-12-31,서울특별시,중구,인현동2가,1110
1114013500,2024-12-31,서울특별시,중구,예관동,21
1114013600,2024-12-31,서울특별시,중구,묵정동,1225
1114013700,2024-12-31,서울특별시,중구,필동1가,173
1114013800,2024-12-31,서울특별시,중구,필동2가,854
1114013900,2024-12-31,서울특별시,중구,필동3가,976
1114014000,2024-12-31,서울특별시,중구,남학동,34
1114014100,2024-12-31,서울특별시,중구,주자동,22
1114014200,2024-12-31,서울특별시,중구,예장동,770
1114014300,2024-12-31,서울특별시,중구,장충동1가,1688
1114014400,2024-12-31,서울특별시,중구,장충동2가,2835
1114014500,2024-12-31,서울특별시,중구,광희동1가,359
1114014600,2024-12-31,서울특별시,중구,광희동2가,836
1114014700,2024-12-31,서울특별시,중구,쌍림동,574
1114014800,2024-12-31,서울특별시,중구,을지로6가,153
1114014900,2024-12-31,서울특별시,중구,을지로7가,48
1114015000,2024-12-31,서울특별시,중구,을지로4가,126
1114015100,2024-12-31,서울특별시,중구,을지로5가,420
1114015200,2024-12-31,서울특별시,중구,주교동,242
1114015300,2024-12-31,서울특별시,중구,방산동,43
1114015400,2024-12-31,서울특별시,중구,오장동,687
1114015500,2024-12-31,서울특별시,중구,을지로3가,201
1114015600,2024-12-31,서울특별시,중구,입정동,1559
1114015700,2024-12-31,서울특별시,중구,산림동,134
1114015800,2024-12-31,서울특별시,중구,충무로3가,261
1114015900,2024-12-31,서울특별시,중구,초동,66
1114016000,2024-12-31,서울특별시,중구,인현동1가,79
1114016100,2024-12-31,서울특별시,중구,저동2가,225
1114016200,2024-12-31,서울특별시,중구,신당동,66146
1114016300,2024-12-31,서울특별시,중구,흥인동,2328
1114016400,2024-12-31,서울특별시,중구,무학동,207
1114016500,2024-12-31,서울특별시,중구,황학동,13101
1114016600,2024-12-31,서울특별시,중구,서소문동,23
1114016700,2024-12-31,서울특별시,중구,정동,526
1114016800,2024-12-31,서울특별시,중구,순화동,1154
1114016900,2024-12-31,서울특별시,중구,의주로1가,233
1114017100,2024-12-31,서울특별시,중구,중림동,6271
1114017200,2024-12-31,서울특별시,중구,의주로2가,8
1114017300,2024-12-31,서울특별시,중구,만리동1가,1324
1114017400,2024-12-31,서울특별시,중구,만리동2가,4457
1117010100,2024-12-31,서울특별시,용산구,후암동,15804
1117010200,2024-12-31,서울특별시,용산구,용산동2가,8688
1117010300,2024-12-31,서울특별시,용산구,용산동4가,2
1117010400,2024-12-31,서울특별시,용산구,갈월동,2711
1117010500,2024-12-31,서울특별시,용산구,남영동,585
1117010700,2024-12-31,서울특별시,용산구,동자동,3443
1117010800,2024-12-31,서울특별시,용산구,서계동,4750
1117010900,2024-12-31,서울특별시,용산구,청파동1가,7074
1117011000,2024-12-31,서울특별시,용산구,청파동2가,3252
1117011100,2024-12-31,서울특별시,용산구,청파동3가,3527
1117011200,2024-12-31,서울특별시,용산구,원효로1가,6820
1117011300,2024-12-31,서울특별시,용산구,원효로2가,1756
1117011400,2024-12-31,서울특별시,용산구,신창동,2268
1117011500,2024-12-31,서울특별시,용산구,산천동,4854
1117011600,2024-12-31,서울특별시,용산구,청암동,619
1117011700,2024-12-31,서울특별시,용산구,원효로3가,2087
1117011800,2024-12-31,서울특별시,용산구,원효로4가,3694
1117011900,2024-12-31,서울특별시,용산구,효창동,10484
1117012000,2024-12-31,서울특별시,용산구,도원동,5205
1117012100,2024-12-31,서울특별시,용산구,용문동,5956
1117012200,2024-12-31,서울특별시,용산구,문배동,5776
1117012300,2024-12-31,서울특별시,용산구,신계동,2668
1117012400,2024-12-31,서울특별시,용산구,한강로1가,3233
1117012500,2024-12-31,서울특별시,용산구,한강로2가,7169
1117012600,2024-12-31,서울특별시,용산구,용산동3가,260
1117012700,2024-12-31,서울특별시,용산구,용산동5가,2301
1117012800,2024-12-31,서울특별시,용산구,한강로3가,7938
1117012900,2024-12-31,서울특별시,용산구,이촌동,32666
1117013000,2024-12-31,서울특별시,용산구,이태원동,14537
1117013100,2024-12-31,서울특별시,용산구,한남동,14073
1117013200,2024-12-31,서울특별시,용산구,동빙고동,5954
1117013300,2024-12-31,서울특별시,용산구,서빙고동,5708
1117013400,2024-12-31,서울특별시,용산구,주성동,805
1117013600,2024-12-31,서울특별시,용산구,보광동,7187
1120010100,2024-12-31,서울특별시,성동구,상왕십리동,3704
1120010200,2024-12-31,서울특별시,성동구,하왕십리동,29964
1120010300,2024-12-31,서울특별시,성동구,홍익동,3689
1120010400,2024-12-31,서울특별시,성동구,도선동,4664
1120010500,2024-12-31,서울특별시,성동구,마장동,21344
1120010600,2024-12-31,서울특별시,성동구,사근동,6604
1120010700,2024-12-31,서울특별시,성동구,행당동,41679
1120010800,2024-12-31,서울특별시,성동구,응봉동,14723
1120010900,2024-12-31,서울특별시,성동구,금호동1가,14580
1120011000,2024-12-31,서울특별시,성동구,금호동2가,9337
1120011100,2024-12-31,서울특별시,성동구,금호동3가,11811
1120011200,2024-12-31,서울특별시,성동구,금호동4가,14074
1120011300,2024-12-31,서울특별시,성동구,옥수동,25289
1120011400,2024-12-31,서울특별시,성동구,성수동1가,26898
1120011500,2024-12-31,서울특별시,성동구,성수동2가,23801
1120011800,2024-12-31,서울특별시,성동구,송정동,9571
1120012200,2024-12-31,서울특별시,성동구,용답동,11937
1121510100,2024-12-31,서울특별시,광진구,중곡동,77946
1121510200,2024-12-31,서울특별시,광진구,능동,10903
1121510300,2024-12-31,서울특별시,광진구,구의동,75913
1121510400,2024-12-31,서울특별시,광진구,광장동,33788
1121510500,2024-12-31,서울특별시,광진구,자양동,91804
1121510700,2024-12-31,서울특별시,광진구,화양동,22880
1121510900,2024-12-31,서울특별시,광진구,군자동,18729
1123010100,2024-12-31,서울특별시,동대문구,신설동,3688
1123010200,2024-12-31,서울특별시,동대문구,용두동,34931
1123010300,2024-12-31,서울특별시,동대문구,제기동,22895
1123010400,2024-12-31,서울특별시,동대문구,전농동,50528
1123010500,2024-12-31,서울특별시,동대문구,답십리동,54894
1123010600,2024-12-31,서울특별시,동대문구,장안동,70027
1123010700,2024-12-31,서울특별시,동대문구,청량리동,18473
1123010800,2024-12-31,서울특별시,동대문구,회기동,10229
1123010900,2024-12-31,서울특별시,동대문구,휘경동,37494
1123011000,2024-12-31,서울특별시,동대문구,이문동,35576
1126010100,2024-12-31,서울특별시,중랑구,면목동,132548
1126010200,2024-12-31,서울특별시,중랑구,상봉동,43679
1126010300,2024-12-31,서울특별시,중랑구,중화동,41773
1126010400,2024-12-31,서울특별시,중랑구,묵동,51231
1126010500,2024-12-31,서울특별시,중랑구,망우동,53589
1126010600,2024-12-31,서울특별시,중랑구,신내동,56454
1129010100,2024-12-31,서울특별시,성북구,성북동,10085
1129010200,2024-12-31,서울특별시,성북구,성북동1가,1843
1129010300,2024-12-31,서울특별시,성북구,돈암동,37821
1129010400,2024-12-31,서울특별시,성북구,동소문동1가,939
1129010500,2024-12-31,서울특별시,성북구,동소문동2가,489
1129010600,2024-12-31,서울특별시,성북구,동소문동3가,143
1129010700,2024-12-31,서울특별시,성북구,동소문동4가,2960
1129010800,2024-12-31,서울특별시,성북구,동소문동5가,1101
1129010900,2024-12-31,서울특별시,성북구,동소문동6가,1920
1129011000,2024-12-31,서울특별시,성북구,동소문동7가,2311
1129011100,2024-12-31,서울특별시,성북구,삼선동1가,4121
1129011200,2024-12-31,서울특별시,성북구,삼선동2가,5524
1129011300,2024-12-31,서울특별시,성북구,삼선동3가,3723
1129011400,2024-12-31,서울특별시,성북구,삼선동4가,3173
1129011500,2024-12-31,서울특별시,성북구,삼선동5가,3638
1129011600,2024-12-31,서울특별시,성북구,동선동1가,1175
1129011700,2024-12-31,서울특별시,성북구,동선동2가,2153
1129011800,2024-12-31,서울특별시,성북구,동선동3가,2887
1129011900,2024-12-31,서울특별시,성북구,동선동4가,1998
1129012000,2024-12-31,서울특별시,성북구,동선동5가,1988
1129012100,2024-12-31,서울특별시,성북구,안암동1가,3817
1129012200,2024-12-31,서울특별시,성북구,안암동2가,2349
1129012300,2024-12-31,서울특별시,성북구,안암동3가,4040
1129012400,2024-12-31,서울특별시,성북구,안암동4가,967
1129012500,2024-12-31,서울특별시,성북구,안암동5가,4077
1129012600,2024-12-31,서울특별시,성북구,보문동4가,961
1129012700,2024-12-31,서울특별시,성북구,보문동5가,1751
1129012800,2024-12-31,서울특별시,성북구,보문동6가,6047
1129012900,2024-12-31,서울특별시,성북구,보문동7가,1025
1129013000,2024-12-31,서울특별시,성북구,보문동1가,1688
1129013100,2024-12-31,서울특별시,성북구,보문동2가,1997
1129013200,2024-12-31,서울특별시,성북구,보문동3가,2550
1129013300,2024-12-31,서울특별시,성북구,정릉동,76476
1129013400,2024-12-31,서울특별시,성북구,길음동,54963
1129013500,2024-12-31,서울특별시,성북구,종암동,37051
1129013600,2024-12-31,서울특별시,성북구,하월곡동,38085
1129013700,2024-12-31,서울특별시,성북구,상월곡동,8988
1129013800,2024-12-31,서울특별시,성북구,장위동,51288
1129013900,2024-12-31,서울특별시,성북구,석관동,33448
1130510100,2024-12-31,서울특별시,강북구,미아동,126019
1130510200,2024-12-31,서울특별시,강북구,번동,46825
1130510300,2024-12-31,서울특별시,강북구,수유동,100177
1130510400,2024-12-31,서울특별시,강북구,우이동,10576
1132010500,2024-12-31,서울특별시,도봉구,쌍문동,72218
1132010600,2024-12-31,서울특별시,도봉구,방학동,71158
1132010700,2024-12-31,서울특별시,도봉구,창동,114255
1132010800,2024-12-31,서울특별시,도봉구,도봉동,45597
1135010200,2024-12-31,서울특별시,노원구,월계동,73754
1135010300,2024-12-31,서울특별시,노원구,공릉동,76873
1135010400,2024-12-31,서울특별시,노원구,하계동,46615
1135010500,2024-12-31,서울특별시,노원구,상계동,194650
1135010600,2024-12-31,서울특별시,노원구,중계동,99355
1138010100,2024-12-31,서울특별시,은평구,수색동,21124
1138010200,2024-12-31,서울특별시,은평구,녹번동,35578
1138010300,2024-12-31,서울특별시,은평구,불광동,63877
1138010400,2024-12-31,서울특별시,은평구,갈현동,41488
1138010500,2024-12-31,서울특별시,은평구,구산동,31045
1138010600,2024-12-31,서울특별시,은평구,대조동,27248
1138010700,2024-12-31,서울특별시,은평구,응암동,82513
1138010800,2024-12-31,서울특별시,은평구,역촌동,43953
1138010900,2024-12-31,서울특별시,은평구,신사동,44740
1138011000,2024-12-31,서울특별시,은평구,증산동,15850
1138011400,2024-12-31,서울특별시,은평구,진관동,53503
1141010100,2024-12-31,서울특별시,서대문구,충정로2가,1111
1141010200,2024-12-31,서울특별시,서대문구,충정로3가,4831
1141010300,2024-12-31,서울특별시,서대문구,합동,1108
1141010400,2024-12-31,서울특별시,서대문구,미근동,449
1141010500,2024-12-31,서울특별시,서대문구,냉천동,2983
1141010600,2024-12-31,서울특별시,서대문구,천연동,4568
1141010700,2024-12-31,서울특별시,서대문구,옥천동,959
1141010800,2024-12-31,서울특별시,서대문구,영천동,2996
1141010900,2024-12-31,서울특별시,서대문구,현저동,5016
1141011000,2024-12-31,서울특별시,서대문구,북아현동,27331
1141011100,2024-12-31,서울특별시,서대문구,홍제동,54354
1141011200,2024-12-31,서울특별시,서대문구,대현동,6812
1141011300,2024-12-31,서울특별시,서대문구,대신동,1541
1141011400,2024-12-31,서울특별시,서대문구,신촌동,848
1141011500,2024-12-31,서울특별시,서대문구,봉원동,359
1141011600,2024-12-31,서울특별시,서대문구,창천동,10706
1141011700,2024-12-31,서울특별시,서대문구,연희동,33637
1141011800,2024-12-31,서울특별시,서대문구,홍은동,50209
1141011900,2024-12-31,서울특별시,서대문구,북가좌동,47566
1141012000,2024-12-31,서울특별시,서대문구,남가좌동,45469
1144010100,2024-12-31,서울특별시,마포구,아현동,28234
1144010200,2024-12-31,서울특별시,마포구,공덕동,25599
1144010300,2024-12-31,서울특별시,마포구,신공덕동,12257
1144010400,2024-12-31,서울특별시,마포구,도화동,21346
1144010500,2024-12-31,서울특별시,마포구,용강동,7453
1144010600,2024-12-31,서울특별시,마포구,토정동,1220
1144010700,2024-12-31,서울특별시,마포구,마포동,2672
1144010800,2024-12-31,서울특별시,마포구,대흥동,16260
1144010900,2024-12-31,서울특별시,마포구,염리동,18042
1144011000,2024-12-31,서울특별시,마포구,노고산동,5772
1144011100,2024-12-31,서울특별시,마포구,신수동,15459
1144011200,2024-12-31,서울특별시,마포구,현석동,5008
1144011300,2024-12-31,서울특별시,마포구,구수동,764
1144011400,2024-12-31,서울특별시,마포구,창전동,14648
1144011500,2024-12-31,서울특별시,마포구,상수동,7381
1144011600,2024-12-31,서울특별시,마포구,하중동,1421
1144011700,2024-12-31,서울특별시,마포구,신정동,1528
1144011800,2024-12-31,서울특별시,마포구,당인동,982
1144012000,2024-12-31,서울특별시,마포구,서교동,19122
1144012100,2024-12-31,서울특별시,마포구,동교동,3365
1144012200,2024-12-31,서울특별시,마포구,합정동,16029
1144012300,2024-12-31,서울특별시,마포구,망원동,36279
1144012400,2024-12-31,서울특별시,마포구,연남동,14106
1144012500,2024-12-31,서울특별시,마포구,성산동,47456
1144012600,2024-12-31,서울특별시,마포구,중동,9587
1144012700,2024-12-31,서울특별시,마포구,상암동,29427
1147010100,2024-12-31,서울특별시,양천구,신정동,170172
1147010200,2024-12-31,서울특별시,양천구,목동,144267
1147010300,2024-12-31,서울특별시,양천구,신월동,116537
1150010100,2024-12-31,서울특별시,강서구,염창동,41111
1150010200,2024-12-31,서울특별시,강서구,등촌동,73657
1150010300,2024-12-31,서울특별시,강서구,화곡동,213216
1150010400,2024-12-31,서울특별시,강서구,가양동,41887
1150010500,2024-12-31,서울특별시,강서구,마곡동,60860
1150010600,2024-12-31,서울특별시,강서구,내발산동,44378
1150010700,2024-12-31,서울특별시,강서구,외발산동,943
1150010800,2024-12-31,서울특별시,강서구,공항동,17336
1150010900,2024-12-31,서울특별시,강서구,방화동,61189
1150011000,2024-12-31,서울특별시,강서구,개화동,1568
1150011200,2024-12-31,서울특별시,강서구,오곡동,10
1150011300,2024-12-31,서울특별시,강서구,오쇠동,16
1153010100,2024-12-31,서울특별시,구로구,신도림동,36001
1153010200,2024-12-31,서울특별시,구로구,구로동,112687
1153010300,2024-12-31,서울특별시,구로구,가리봉동,8737
1153010600,2024-12-31,서울특별시,구로구,고척동,51900
1153010700,2024-12-31,서울특별시,구로구,개봉동,81589
1153010800,2024-12-31,서울특별시,구로구,오류동,42913
1153010900,2024-12-31,서울특별시,구로구,궁동,13826
1153011000,2024-12-31,서울특별시,구로구,온수동,8573
1153011100,2024-12-31,서울특별시,구로구,천왕동,15772
1153011200,2024-12-31,서울특별시,구로구,항동,16171
1154510100,2024-12-31,서울특별시,금천구,가산동,24875
1154510200,2024-12-31,서울특별시,금천구,독산동,101783
1154510300,2024-12-31,서울특별시,금천구,시흥동,98501
1156010100,2024-12-31,서울특별시,영등포구,영등포동,13576
1156010200,2024-12-31,서울특별시,영등포구,영등포동1가,3996
1156010300,2024-12-31,서울특별시,영등포구,영등포동2가,4755
1156010400,2024-12-31,서울특별시,영등포구,영등포동3가,2120
1156010500,2024-12-31,서울특별시,영등포구,영등포동4가,1380
1156010600,2024-12-31,서울특별시,영등포구,영등포동5가,1708
1156010700,2024-12-31,서울특별시,영등포구,영등포동6가,1878
1156010800,2024-12-31,서울특별시,영등포구,영등포동7가,9837
1156010900,2024-12-31,서울특별시,영등포구,영등포동8가,5072
1156011000,2024-12-31,서울특별시,영등포구,여의도동,33905
1156011100,2024-12-31,서울특별시,영등포구,당산동1가,6757
1156011200,2024-12-31,서울특별시,영등포구,당산동2가,5511
1156011300,2024-12-31,서울특별시,영등포구,당산동3가,8919
1156011400,2024-12-31,서울특별시,영등포구,당산동4가,12030
1156011500,2024-12-31,서울특별시,영등포구,당산동5가,12737
1156011600,2024-12-31,서울특별시,영등포구,당산동6가,3369
1156011700,2024-12-31,서울특별시,영등포구,당산동,8289
1156011800,2024-12-31,서울특별시,영등포구,도림동,17624
1156011900,2024-12-31,서울특별시,영등포구,문래동1가,264
1156012000,2024-12-31,서울특별시,영등포구,문래동2가,1049
1156012100,2024-12-31,서울특별시,영등포구,문래동3가,13402
1156012200,2024-12-31,서울특별시,영등포구,문래동4가,1899
1156012300,2024-12-31,서울특별시,영등포구,문래동5가,4219
1156012400,2024-12-31,서울특별시,영등포구,문래동6가,10679
1156012500,2024-12-31,서울특별시,영등포구,양평동1가,4915
1156012600,2024-12-31,서울특별시,영등포구,양평동2가,7123
1156012700,2024-12-31,서울특별시,영등포구,양평동3가,12036
1156012800,2024-12-31,서울특별시,영등포구,양평동4가,6706
1156012900,2024-12-31,서울특별시,영등포구,양평동5가,5843
1156013000,2024-12-31,서울특별시,영등포구,양평동6가,4291
1156013200,2024-12-31,서울특별시,영등포구,신길동,101596
1156013300,2024-12-31,서울특별시,영등포구,대림동,46288
1159010100,2024-12-31,서울특별시,동작구,노량진동,30115
1159010200,2024-12-31,서울특별시,동작구,상도동,114002
1159010300,2024-12-31,서울특별시,동작구,상도1동,9706
1159010400,2024-12-31,서울특별시,동작구,본동,10589
1159010500,2024-12-31,서울특별시,동작구,흑석동,30087
1159010600,2024-12-31,서울특별시,동작구,동작동,5511
1159010700,2024-12-31,서울특별시,동작구,사당동,95901
1159010800,2024-12-31,서울특별시,동작구,대방동,34969
1159010900,2024-12-31,서울특별시,동작구,신대방동,44919
1162010100,2024-12-31,서울특별시,관악구,봉천동,219780
1162010200,2024-12-31,서울특별시,관악구,신림동,240525
1162010300,2024-12-31,서울특별시,관악구,남현동,17507
1165010100,2024-12-31,서울특별시,서초구,방배동,93677
1165010200,2024-12-31,서울특별시,서초구,양재동,35129
1165010300,2024-12-31,서울특별시,서초구,우면동,26834
1165010400,2024-12-31,서울특별시,서초구,원지동,249
1165010600,2024-12-31,서울특별시,서초구,잠원동,50680
1165010700,2024-12-31,서울특별시,서초구,반포동,78769
1165010800,2024-12-31,서울특별시,서초구,서초동,106175
1165010900,2024-12-31,서울특별시,서초구,내곡동,8022
1165011000,2024-12-31,서울특별시,서초구,염곡동,968
1165011100,2024-12-31,서울특별시,서초구,신원동,7873
1168010100,2024-12-31,서울특별시,강남구,역삼동,70432
1168010300,2024-12-31,서울특별시,강남구,개포동,90103
1168010400,2024-12-31,서울특별시,강남구,청담동,24000
1168010500,2024-12-31,서울특별시,강남구,삼성동,42442
1168010600,2024-12-31,서울특별시,강남구,대치동,80521
1168010700,2024-12-31,서울특별시,강남구,신사동,10631
1168010800,2024-12-31,서울특별시,강남구,논현동,40976
1168011000,2024-12-31,서울특별시,강남구,압구정동,30193
1168011100,2024-12-31,서울특별시,강남구,세곡동,14062
1168011200,2024-12-31,서울특별시,강남구,자곡동,28400
1168011300,2024-12-31,서울특별시,강남구,율현동,3798
1168011400,2024-12-31,서울특별시,강남구,일원동,47607
1168011500,2024-12-31,서울특별시,강남구,수서동,21345
1168011800,2024-12-31,서울특별시,강남구,도곡동,52835
1171010100,2024-12-31,서울특별시,송파구,잠실동,105489
1171010200,2024-12-31,서울특별시,송파구,신천동,37404
1171010300,2024-12-31,서울특별시,송파구,풍납동,34327
1171010400,2024-12-31,서울특별시,송파구,송파동,41665
1171010500,2024-12-31,서울특별시,송파구,석촌동,30392
1171010600,2024-12-31,서울특별시,송파구,삼전동,28703
1171010700,2024-12-31,서울특별시,송파구,가락동,82888
1171010800,2024-12-31,서울특별시,송파구,문정동,63946
1171010900,2024-12-31,서울특별시,송파구,장지동,42719
1171011100,2024-12-31,서울특별시,송파구,방이동,58695
1171011200,2024-12-31,서울특별시,송파구,오금동,37913
1171011300,2024-12-31,서울특별시,송파구,거여동,52547
1171011400,2024-12-31,서울특별시,송파구,마천동,33422
1174010100,2024-12-31,서울특별시,강동구,명일동,41673
1174010200,2024-12-31,서울특별시,강동구,고덕동,49143
1174010300,2024-12-31,서울특별시,강동구,상일동,52774
1174010500,2024-12-31,서울특별시,강동구,길동,47553
1174010600,2024-12-31,서울특별시,강동구,둔촌동,35611
1174010700,2024-12-31,서울특별시,강동구,암사동,64853
1174010800,2024-12-31,서울특별시,강동구,성내동,64705
1174010900,2024-12-31,서울특별시,강동구,천호동,86025
1174011000,2024-12-31,서울특별시,강동구,강일동,34605
2611010100,2024-12-31,부산광역시,중구,영주동,10620
2611010200,2024-12-31,부산광역시,중구,대창동1가,528
2611010300,2024-12-31,부산광역시,중구,대창동2가,61
2611010400,2024-12-31,부산광역시,중구,중앙동1가,233
2611010500,2024-12-31,부산광역시,중구,중앙동2가,406
2611010600,2024-12-31,부산광역시,중구,중앙동3가,90
2611010700,2024-12-31,부산광역시,중구,중앙동4가,1200
2611010800,2024-12-31,부산광역시,중구,중앙동5가,554
2611010900,2024-12-31,부산광역시,중구,중앙동6가,52
2611011100,2024-12-31,부산광역시,중구,동광동1가,126
2611011200,2024-12-31,부산광역시,중구,동광동2가,68
2611011300,2024-12-31,부산광역시,중구,동광동3가,125
2611011400,2024-12-31,부산광역시,중구,동광동4가,88
2611011500,2024-12-31,부산광역시,중구,동광동5가,1935
2611011600,2024-12-31,부산광역시,중구,대청동1가,979
2611011700,2024-12-31,부산광역시,중구,대청동2가,481
2611011800,2024-12-31,부산광역시,중구,대청동3가,162
2611011900,2024-12-31,부산광역시,중구,대청동4가,4043
