시군구명,법정동명,법정동코드,cluster_id,cluster_label,청년비율,1인가구비율,기초수급가구비율,concentration_index,concentration_rank
동작구,신대방동,1159010900,3,복합 밀집형,0.3065963178165142,0.3963781678385351,0.0530122919722798,0.3684359152339245,287
중랑구,묵동,1126010400,3,복합 밀집형,0.2718080849485663,0.3633476471640723,0.0846305242440508,0.36806955558925714,288
서대문구,천연동,1141010600,3,복합 밀집형,0.2574430823117338,0.3615733736762481,0.0927887039838628,0.36764577966498835,289
동대문구,답십리동,1123010500,3,복합 밀집형,0.2831391990758568,0.3510294936004451,0.0827490261547022,0.36763206073549337,290
서대문구,현저동,1141010900,3,복합 밀집형,0.2573763955342902,0.3615066605420303,0.0927882406982085,0.3675839297136658,291
서대문구,냉천동,1141010500,3,복합 밀집형,0.2574589339591016,0.3613899613899614,0.0926640926640926,0.36746221748549235,292
서대문구,영천동,1141010800,3,복합 밀집형,0.257343124165554,0.3615384615384615,0.0923076923076923,0.3671071958187565,293
서대문구,옥천동,1141010700,3,복합 밀집형,0.2565172054223149,0.3605769230769231,0.0913461538461538,0.3653528718350837,294
마포구,아현동,1144010100,3,복합 밀집형,0.3211906204032188,0.3594097432787548,0.0536688902365069,0.3628383974492813,295
도봉구,쌍문동,1132010500,3,복합 밀집형,0.2489684012296103,0.3439553429027113,0.0992982456140351,0.3627351988959495,296
중구,충무로2가,1114012500,3,복합 밀집형,0.2450980392156862,0.5384615384615384,0.0256410256410256,0.362684504573578,297
마포구,공덕동,1144010200,3,복합 밀집형,0.3130615289805715,0.3685165582942689,0.0529260547406623,0.3612043444287809,298
동대문구,장안동,1123010600,3,복합 밀집형,0.2731089436931469,0.3591884250789955,0.0782970231165807,0.360976732911961,299
성북구,돈암동,1129010300,3,복합 밀집형,0.2959643706112189,0.3750396045877954,0.0584563715860845,0.35989888798902225,300
성북구,정릉동,1129013300,3,복합 밀집형,0.2780519907864429,0.374892775892291,0.0679894081229254,0.3595316711951291,301
성북구,종암동,1129013500,3,복합 밀집형,0.2630698226768508,0.3754805903509859,0.0749100830956219,0.3584638503010285,302
서초구,우면동,1165010300,3,복합 밀집형,0.254360872735431,0.3231647861819194,0.0984816826856108,0.3569079312592328,303
중구,서소문동,1114016600,3,복합 밀집형,0.2727272727272727,0.5454545454545454,0.0,0.3551149712253864,304
은평구,신사동,1138010900,3,복합 밀집형,0.269266875279392,0.3263267973856209,0.0867450980392156,0.35464596278039895,305
마포구,도화동,1144010400,3,복합 밀집형,0.2974866942637492,0.3684866962305986,0.0545315964523281,0.35437259391670706,306
노원구,상계동,1135010500,3,복합 밀집형,0.2556604775560254,0.3082222606889389,0.0999711499624949,0.35336627267669046,307
마포구,상암동,1144012700,3,복합 밀집형,0.2662180990247052,0.3577083163306945,0.0747572023177997,0.35322923082970115,308
은평구,구산동,1138010500,3,복합 밀집형,0.2501852150104687,0.3011776092918212,0.1051782545571866,0.3528303549549673,309
강동구,강일동,1174011000,3,복합 밀집형,0.2265032107413893,0.2598838298669664,0.1317219411654487,0.35032337351453174,310
성북구,하월곡동,1129013600,3,복합 밀집형,0.2605124233097572,0.3385520493995235,0.0806631983274177,0.3486325259423996,311
노원구,중계동,1135010600,3,복합 밀집형,0.2027375497893307,0.2537440383972781,0.1451137640876089,0.34829646163208117,312
서대문구,홍은동,1141011800,3,복합 밀집형,0.2667450058754406,0.336024313799981,0.076502991737107,0.3469499378370471,313
성동구,금호동1가,1120010900,3,복합 밀집형,0.2554869684499314,0.2920147009689275,0.0993985967256932,0.34652721584916035,314
중구,회현동3가,1114012300,3,복합 밀집형,0.2142857142857142,0.6,0.0,0.3444322426261402,315
서대문구,북가좌동,1141011900,3,복합 밀집형,0.2547618046503805,0.3245508982035928,0.0844810379241517,0.34393228425765554,316
중랑구,신내동,1126010600,3,복합 밀집형,0.2364580012045204,0.2660221983530254,0.1167203723594701,0.34332906264944985,317
용산구,한남동,1117013100,3,복합 밀집형,0.2861507851915014,0.4360447066128531,0.0226637690158335,0.3428114684854812,318
종로구,사직동,1111011500,3,복합 밀집형,0.2745286033876637,0.4383954154727794,0.0279369627507163,0.3426126036086643,319
종로구,신문로2가,1111012100,3,복합 밀집형,0.2747559274755927,0.4375,0.028125,0.3425777218186254,320
종로구,내수동,1111011800,3,복합 밀집형,0.2745393004889056,0.4384485666104553,0.0278246205733558,0.3425285545858265,321
종로구,필운동,1111011300,3,복합 밀집형,0.2739443872296601,0.4387990762124711,0.0277136258660508,0.34223290828504105,322
구로구,고척동,1153010600,3,복합 밀집형,0.2745279383429672,0.3103718379947472,0.0759802792240704,0.34084374065417256,323
서대문구,홍제동,1141011100,3,복합 밀집형,0.2642859771129999,0.3262741046831955,0.0750688705234159,0.3404987848839804,324
종로구,체부동,1111011200,3,복합 밀집형,0.2739130434782608,0.4383116883116883,0.0259740259740259,0.3403252318188098,325
마포구,현석동,1144011200,3,복합 밀집형,0.3013361462728551,0.3714971977582065,0.0360288230584467,0.3394632118405781,326
