시도명,시군구명,법정동명,법정동코드,법정동코드8,기준연월,청년연령기준,총인구수,청년인구수,청년비율,청년비율_norm,총가구수,1인가구수,1인가구비율,1인가구비율_norm,기초수급가구수,기초수급가구비율,기초수급가구비율_norm,concentration_index,concentration_rank,cluster_id,cluster_label,neighbor_count,spatial_lag_ci_centered,local_moran_i,lisa_p_value,lisa_cluster,연결된_행정동수
서울특별시,송파구,마천동,1171011400,11710114,2024,20-39세,33422,7340,0.2196158219137095,0.33816609498523953,15047,5429,0.3608028178374426,0.4589144815165782,2420,0.1608294012095434,0.45032232338672157,0.41364529088515983,192,3,복합 밀집형,2,-0.08213719536471933,-0.0013730545385528372,0.37,Not significant,2
서울특별시,서대문구,충정로3가,1141010200,11410102,2024,20-39세,2697,858,0.3181312569521691,0.48986090309345376,1294,600,0.463678516228748,0.5897647561094237,85,0.0656877897990726,0.1839258114374033,0.41275477691862705,193,3,복합 밀집형,6,0.003781401350336324,5.9844778425546235e-05,0.944,Not significant,1
서울특별시,중구,만리동1가,1114017300,11140173,2024,20-39세,1324,376,0.283987915407855,0.43728672888698583,590,237,0.4016949152542373,0.5109262030342538,64,0.1084745762711864,0.30372881355932196,0.41263330076648386,194,3,복합 밀집형,4,-0.056546714928121355,-0.0008880440281527595,0.422,Not significant,1
서울특별시,마포구,신수동,1144011100,11440111,2024,20-39세,14674,5143,0.3504838489845986,0.5396776677278159,7072,3331,0.471012443438914,0.5990929687417598,313,0.0442590497737556,0.1239253393665157,0.41198894310554396,195,3,복합 밀집형,6,-0.019254897544608362,-0.0002899835897099079,0.73,Not significant,2
서울특별시,노원구,월계동,1135010200,11350102,2024,20-39세,73754,18504,0.2508880874257667,0.3863193647150913,32955,11947,0.3625246548323471,0.46110453074210467,4631,0.1405249582764375,0.39346988317402504,0.41125759598382206,196,3,복합 밀집형,8,0.000882447317671925,1.2644502779220744e-05,0.981,Not significant,3
서울특별시,서대문구,충정로2가,1141010100,11410101,2024,20-39세,620,197,0.317741935483871,0.4892614229672904,297,138,0.4646464646464646,0.5909959148595512,19,0.0639730639730639,0.17912457912457896,0.4112338751900196,197,3,복합 밀집형,6,-0.07978989362365511,-0.0011414090353706163,0.181,Not significant,1
서울특별시,용산구,한강로1가,1117012400,11170124,2024,20-39세,3232,1224,0.3787128712871287,0.583144928666095,1544,700,0.4533678756476684,0.57665038437383,53,0.0343264248704663,0.09611398963730565,0.4107357367183392,198,0,청년 밀집형,5,0.009097671494690063,0.00012561195606216368,0.873,Not significant,1
서울특별시,용산구,한강로3가,1117012800,11170128,2024,20-39세,7938,3005,0.3785588309397833,0.5829077361802438,3792,1719,0.4533227848101265,0.5765930321656191,130,0.0342827004219409,0.09599156118143452,0.4105926637262731,199,0,청년 밀집형,6,-0.019881164790155472,-0.00027165567117907595,0.739,Not significant,1
서울특별시,용산구,한강로2가,1117012500,11170125,2024,20-39세,7169,2714,0.3785744176314688,0.5829317366853763,3425,1553,0.4534306569343065,0.5767302375240331,117,0.0341605839416058,0.09564963503649626,0.4105225513598653,200,0,청년 밀집형,6,0.029154717031522347,0.0003963251194851952,0.639,Not significant,1
서울특별시,서대문구,합동,1141010300,11410103,2024,20-39세,618,196,0.3171521035598705,0.488353195332784,296,137,0.4628378378378378,0.5886954754142254,19,0.0641891891891891,0.1797297297297295,0.4104376663961473,201,3,복합 밀집형,4,0.011126393712632021,0.0001503061664428205,0.898,Not significant,1
