시군구명,법정동명,법정동코드,CI
강동구,길동,1174010500,0.3884402720437554
동대문구,전농동,1123010400,0.3874946739912465
용산구,용문동,1117012100,0.3872382738718147
용산구,도원동,1117012000,0.387105575545541
영등포구,대림동,1156013300,0.38641164584178556
성동구,홍익동,1120010300,0.3862097316247004
마포구,대흥동,1144010800,0.38615408875880747
성동구,도선동,1120010400,0.385829444854602
성동구,상왕십리동,1120010100,0.385692469200818
은평구,녹번동,1138010200,0.38493835555612044
중구,남산동2가,1114012900,0.38428930944096196
성동구,하왕십리동,1120010200,0.38398495661802123
강서구,마곡동,1150010500,0.38345837211935213
성북구,동소문동3가,1129010600,0.38328374554142275
용산구,산천동,1117011500,0.3828389316166094
용산구,원효로4가,1117011800,0.38267681627771327
용산구,신창동,1117011400,0.3825080828401997
은평구,역촌동,1138010800,0.38193621711966946
용산구,원효로3가,1117011700,0.3817597058140814
중구,태평로2가,1114011400,0.38064754386533883
용산구,청암동,1117011600,0.38010093479751306
강북구,우이동,1130510400,0.38002000094381044
성동구,성수동1가,1120011400,0.37982086512249125
중구,명동2가,1114012700,0.37971432879893896
송파구,문정동,1171010800,0.3796367098733854
도봉구,도봉동,1132010800,0.37719295567814626
은평구,응암동,1138010700,0.37555247718279894
강남구,자곡동,1168011200,0.3753111623875478
강남구,세곡동,1168011100,0.3752359964776245
강남구,율현동,1168011300,0.37484362927829795
송파구,방이동,1171011100,0.37467913426244615
마포구,신정동,1144011700,0.3707191598452499
송파구,송파동,1171010400,0.3707037581771977
종로구,중학동,1111012500,0.3704331097416727
양천구,신월동,1147010300,0.3695529499456348
강서구,염창동,1150010100,0.3694549940283959
도봉구,방학동,1132010600,0.3688896999190385
동작구,신대방동,1159010900,0.3684359152339245
중랑구,묵동,1126010400,0.36806955558925714
서대문구,천연동,1141010600,0.36764577966498835
동대문구,답십리동,1123010500,0.36763206073549337
서대문구,현저동,1141010900,0.3675839297136658
서대문구,냉천동,1141010500,0.36746221748549235
서대문구,영천동,1141010800,0.3671071958187565
서대문구,옥천동,1141010700,0.3653528718350837
마포구,아현동,1144010100,0.3628383974492813
도봉구,쌍문동,1132010500,0.3627351988959495
중구,충무로2가,1114012500,0.362684504573578
마포구,공덕동,1144010200,0.3612043444287809
동대문구,장안동,1123010600,0.360976732911961
성북구,돈암동,1129010300,0.35989888798902225
성북구,정릉동,1129013300,0.3595316711951291
성북구,종암동,1129013500,0.3584638503010285
서초구,우면동,1165010300,0.3569079312592328
중구,서소문동,1114016600,0.3551149712253864
은평구,신사동,1138010900,0.35464596278039895
마포구,도화동,1144010400,0.35437259391670706
