순위,시군구명,법정동명,법정동코드,LDRI_raw,점수,총점_raw,총점
427,중구,저동1가,1114013100,,0,,
428,종로구,적선동,1111010700,,0,,
429,중구,다동,1114010200,,0,,
430,영등포구,문래동6가,1156012400,,0,,
431,영등포구,문래동5가,1156012300,,0,,
432,영등포구,문래동4가,1156012200,,0,,
433,영등포구,문래동2가,1156012000,,0,,
434,중구,의주로2가,1114017200,,0,,
435,영등포구,여의도동,1156011000,,0,,
436,중구,남대문로3가,1114011600,,0,,
437,강남구,압구정동,1168011000,,0,,
438,중구,남대문로4가,1114011700,,0,,
439,중구,충무로1가,1114012400,,0,,
440,송파구,신천동,1171010200,,0,,
441,중구,봉래동2가,1114012000,,0.0167,,
442,영등포구,양화동,1156013100,,0,,
443,중구,남대문로1가,1114010600,,0,,
444,종로구,세종로,1111011900,,0,,
445,종로구,서린동,1111012300,,0,,
446,종로구,공평동,1111012700,,0,,
447,강서구,과해동,1150011100,,0.0018,,
448,용산구,용산동1가,1117010600,,0,,
