법정동코드,시군구명,법정동명,관측품질,LDRI,neighbor_count,gi_star_z,gi_star_p,hotspot_class
1171010600,송파구,삼전동,주거비관측,46.667657,4,-0.753078,0.451403,Not significant
1171010700,송파구,가락동,주거비관측,27.978026,9,-1.02947,0.303259,Not significant
1171010800,송파구,문정동,주거비관측,37.079766,4,-1.864235,0.062289,Cold Spot 90%
1171011100,송파구,방이동,주거비관측,40.185339,6,-1.359703,0.173924,Not significant
1171011200,송파구,오금동,주거비관측,33.421349,5,-0.836345,0.402961,Not significant
1171011300,송파구,거여동,주거비관측,33.591307,4,-0.849943,0.395357,Not significant
1171011400,송파구,마천동,주거비관측,47.645663,2,-0.394176,0.693451,Not significant
1174010100,강동구,명일동,주거비관측,22.680474,5,-1.546895,0.121889,Not significant
1174010200,강동구,고덕동,주거비관측,32.175205,3,-1.782027,0.074745,Cold Spot 90%
1174010300,강동구,상일동,주거비관측,27.005422,2,-1.653383,0.098253,Cold Spot 90%
1174010500,강동구,길동,주거비관측,36.477892,4,-1.079717,0.280268,Not significant
1174010600,강동구,둔촌동,주거비관측,29.269775,3,-0.687624,0.49169,Not significant
1174010700,강동구,암사동,주거비관측,31.192395,4,-1.704486,0.08829,Cold Spot 90%
1174010800,강동구,성내동,주거비관측,39.98474,5,-0.812977,0.416231,Not significant
1174010900,강동구,천호동,주거비관측,43.600663,6,-1.659261,0.097063,Cold Spot 90%
