LDRI_rank,법정동코드,시군구명,법정동명,CI,주거비_압박지수,LDRI_raw,LDRI,LDRI_등급,위험유형
283,1120011200,성동구,금호동4가,0.330416,0.1736,0.150692,28.902241,매우낮음,안정형
284,1144010100,마포구,아현동,0.362838,0.1577,0.149336,28.64233,매우낮음,안정형
285,1165011100,서초구,신원동,0.298147,0.1893,0.149071,28.59149,매우낮음,안정형
286,1150010700,강서구,외발산동,0.293979,0.1916,0.148879,28.55467,매우낮음,안정형
287,1153010700,구로구,개봉동,0.31656,0.1775,0.147826,28.352687,매우낮음,안정형
288,1114017400,중구,만리동2가,0.414018,0.1381,0.147696,28.327716,매우낮음,잠재위험형
289,1174010300,강동구,상일동,0.275549,0.2005,0.146408,28.080626,매우낮음,안정형
290,1153011200,구로구,항동,0.312464,0.1768,0.145302,27.868455,매우낮음,안정형
291,1111018400,종로구,부암동,0.291163,0.1883,0.144765,27.765575,매우낮음,안정형
292,1141010500,서대문구,냉천동,0.367462,0.1506,0.14394,27.607251,매우낮음,안정형
293,1120010800,성동구,응봉동,0.247472,0.217,0.142914,27.410582,매우낮음,이탈진행형
294,1168010300,강남구,개포동,0.252286,0.2113,0.141671,27.172076,매우낮음,이탈진행형
295,1171010100,송파구,잠실동,0.267191,0.199,0.140845,27.013752,매우낮음,안정형
296,1117012000,용산구,도원동,0.387106,0.1373,0.137229,26.320157,매우낮음,안정형
297,1111018200,종로구,구기동,0.232863,0.2185,0.135455,25.979868,매우낮음,이탈진행형
298,1156012100,영등포구,문래동3가,0.271339,0.1887,0.135212,25.933301,매우낮음,안정형
299,1168010600,강남구,대치동,0.235725,0.2146,0.134548,25.805867,매우낮음,이탈진행형
300,1156011900,영등포구,문래동1가,0.258563,0.1959,0.134055,25.711297,매우낮음,안정형
301,1147010200,양천구,목동,0.279104,0.1819,0.133771,25.656978,매우낮음,안정형
302,1165010700,서초구,반포동,0.241248,0.2077,0.133043,25.517225,매우낮음,이탈진행형
303,1111014600,종로구,가회동,0.313893,0.1588,0.130158,24.963892,매우낮음,안정형
304,1123010900,동대문구,휘경동,0.451925,0.1133,0.12986,24.906864,매우낮음,잠재위험형
305,1111018300,종로구,평창동,0.233314,0.206,0.127557,24.465142,매우낮음,이탈진행형
306,1120010300,성동구,홍익동,0.38621,0.1283,0.127186,24.393949,매우낮음,안정형
307,1117012900,용산구,이촌동,0.218699,0.2177,0.126726,24.305719,매우낮음,이탈진행형
308,1174010100,강동구,명일동,0.248426,0.19,0.124698,23.916755,매우낮음,안정형
309,1111011000,종로구,누하동,0.305773,0.1561,0.124481,23.875098,매우낮음,안정형
310,1129012200,성북구,안암동2가,0.582066,0.086,0.122796,23.551917,매우낮음,잠재위험형
311,1121510400,광진구,광장동,0.192192,0.2334,0.119809,22.979116,매우낮음,이탈진행형
312,1165010600,서초구,잠원동,0.223655,0.2009,0.119085,22.840184,매우낮음,이탈진행형
313,1168010700,강남구,신사동,0.239922,0.1848,0.116939,22.428494,매우낮음,안정형
314,1141010800,서대문구,영천동,0.367107,0.1152,0.10744,20.606632,매우낮음,안정형
315,1129013200,성북구,보문동3가,0.40533,0.1016,0.103202,19.793942,매우낮음,잠재위험형
316,1138011400,은평구,진관동,0.288944,0.137,0.102188,19.59944,매우낮음,안정형
317,1129012600,성북구,보문동4가,0.403971,0.098,0.098787,18.947145,매우낮음,잠재위험형
318,1168011800,강남구,도곡동,0.20551,0.1823,0.098729,18.935916,매우낮음,안정형
319,1153011100,구로구,천왕동,0.332993,0.1126,0.095033,18.227107,매우낮음,안정형
320,1111010500,종로구,창성동,0.303362,0.1194,0.092349,17.7122,매우낮음,안정형
321,1168011300,강남구,율현동,0.374844,0.0967,0.090301,17.319515,매우낮음,안정형
322,1165010900,서초구,내곡동,0.298228,0.1139,0.086196,16.532232,매우낮음,안정형
323,1111014100,종로구,안국동,0.309378,0.1062,0.082754,15.871914,매우낮음,안정형
324,1165011000,서초구,염곡동,0.296663,0.1094,0.082009,15.729083,매우낮음,안정형
325,1111018700,종로구,무악동,0.257106,0.1085,0.070426,13.507582,매우낮음,안정형
326,1129013100,성북구,보문동2가,0.404843,0.072,0.06955,13.33944,매우낮음,잠재위험형
327,1111016000,종로구,연지동,0.546198,0.0554,0.068465,13.131387,매우낮음,잠재위험형
328,1111013200,종로구,운니동,0.643742,0.0456,0.06304,12.090997,매우낮음,잠재위험형
329,1144011600,마포구,하중동,0.391337,0.0657,0.060331,11.571385,매우낮음,안정형
330,1114012900,중구,남산동2가,0.384289,0.0438,0.035697,6.846661,매우낮음,안정형
331,1114012200,중구,회현동2가,0.472021,0.0106,0,0,매우낮음,잠재위험형
,1111012200,종로구,청진동,0.667,,,,,
,1111013400,종로구,경운동,0.654338,,,,,
,1111013500,종로구,관철동,0.652637,,,,,
,1111013700,종로구,낙원동,0.652438,,,,,
,1111015900,종로구,원남동,0.652132,,,,,
,1111015600,종로구,종로3가,0.652125,,,,,
,1111015700,종로구,인의동,0.652069,,,,,
,1111013100,종로구,권농동,0.651841,,,,,
,1111013300,종로구,익선동,0.65165,,,,,
,1111015300,종로구,돈의동,0.650744,,,,,
,1111012900,종로구,견지동,0.650187,,,,,
,1111015800,종로구,예지동,0.649826,,,,,
,1111012400,종로구,수송동,0.648021,,,,,
,1111015200,종로구,봉익동,0.647549,,,,,
,1111012600,종로구,종로1가,0.646473,,,,,
,1111013600,종로구,인사동,0.644507,,,,,
,1111015400,종로구,장사동,0.644321,,,,,
,1141011500,서대문구,봉원동,0.641603,,,,,
,1111012800,종로구,관훈동,0.639489,,,,,
,1111015100,종로구,묘동,0.637305,,,,,
,1111013800,종로구,종로2가,0.622393,,,,,
,1111016100,종로구,종로4가,0.568919,,,,,
,1114015600,중구,입정동,0.553679,,,,,
,1111013000,종로구,와룡동,0.552281,,,,,
,1114015100,중구,을지로5가,0.551673,,,,,
,1114013400,중구,인현동2가,0.550625,,,,,
,1114015200,중구,주교동,0.550604,,,,,
,1114015400,중구,오장동,0.549535,,,,,
,1114015000,중구,을지로4가,0.549308,,,,,
,1114014500,중구,광희동1가,0.548073,,,,,
,1114016100,중구,저동2가,0.54775,,,,,
,1168011500,강남구,수서동,0.547573,,,,,
,1114015700,중구,산림동,0.546833,,,,,
,1114015500,중구,을지로3가,0.545505,,,,,
,1114015900,중구,초동,0.545479,,,,,
,1111016400,종로구,종로6가,0.545178,,,,,
,1111016300,종로구,종로5가,0.544727,,,,,
,1111016200,종로구,효제동,0.543727,,,,,
,1114015300,중구,방산동,0.5409,,,,,
,1114016000,중구,인현동1가,0.536496,,,,,
,1114013200,중구,충무로4가,0.532589,,,,,
,1114013300,중구,충무로5가,0.531263,,,,,
,1114014900,중구,을지로7가,0.519553,,,,,
,1114016300,중구,흥인동,0.516932,,,,,
,1114011200,중구,남창동,0.510415,,,,,
,1114011800,중구,남대문로5가,0.509457,,,,,
,1114015800,중구,충무로3가,0.490955,,,,,
,1114013700,중구,필동1가,0.48724,,,,,
,1150011000,강서구,개화동,0.475536,,,,,
,1114013500,중구,예관동,0.469958,,,,,
,1114014000,중구,남학동,0.454059,,,,,
,1114016800,중구,순화동,0.447233,,,,,
,1114014100,중구,주자동,0.44452,,,,,
,1129010800,성북구,동소문동5가,0.42373,,,,,
,1129010500,성북구,동소문동2가,0.423369,,,,,
,1156011500,영등포구,당산동5가,0.421401,,,,,
,1165010400,서초구,원지동,0.414636,,,,,
,1141010300,서대문구,합동,0.410438,,,,,
,1117012700,용산구,용산동5가,0.409904,,,,,
,1114016700,중구,정동,0.407293,,,,,
,1114016900,중구,의주로1가,0.402976,,,,,
,1141010400,서대문구,미근동,0.402359,,,,,
,1114011900,중구,봉래동1가,0.400752,,,,,
,1114011300,중구,북창동,0.399912,,,,,
,1120010100,성동구,상왕십리동,0.385692,,,,,
,1129010600,성북구,동소문동3가,0.383284,,,,,
,1114011400,중구,태평로2가,0.380648,,,,,
,1117011600,용산구,청암동,0.380101,,,,,
,1114012700,중구,명동2가,0.379714,,,,,
,1144011700,마포구,신정동,0.370719,,,,,
,1111012500,종로구,중학동,0.370433,,,,,
,1141010900,서대문구,현저동,0.367584,,,,,
,1114012500,중구,충무로2가,0.362685,,,,,
,1114016600,중구,서소문동,0.355115,,,,,
,1174011000,강동구,강일동,0.350323,,,,,
,1114012300,중구,회현동3가,0.344432,,,,,
,1114013000,중구,남산동3가,0.336733,,,,,
,1111011700,종로구,당주동,0.33525,,,,,
,1111010600,종로구,통의동,0.33498,,,,,
,1114012800,중구,남산동1가,0.327638,,,,,
,1171010900,송파구,장지동,0.326982,,,,,
,1111017700,종로구,평동,0.31728,,,,,
,1111014000,종로구,삼청동,0.316712,,,,,
,1111018000,종로구,교북동,0.316411,,,,,
,1111017800,종로구,송월동,0.315708,,,,,
,1111013900,종로구,팔판동,0.315223,,,,,
,1111017600,종로구,교남동,0.313222,,,,,
,1114010500,중구,을지로2가,0.310552,,,,,
,1111014300,종로구,화동,0.30799,,,,,
,1111014700,종로구,재동,0.306,,,,,
,1111012000,종로구,신문로1가,0.305597,,,,,
,1111011400,종로구,내자동,0.305597,,,,,
,1111014400,종로구,사간동,0.303156,,,,,
,1111014200,종로구,소격동,0.303156,,,,,
,1111010300,종로구,궁정동,0.299625,,,,,
,1114013100,중구,저동1가,0.298575,,,,,
,1111010700,종로구,적선동,0.29529,,,,,
,1114010200,중구,다동,0.276993,,,,,
,1156012400,영등포구,문래동6가,0.271236,,,,,
,1156012300,영등포구,문래동5가,0.270729,,,,,
,1156012200,영등포구,문래동4가,0.270564,,,,,
,1156012000,영등포구,문래동2가,0.268707,,,,,
,1114017200,중구,의주로2가,0.261926,,,,,
,1156011000,영등포구,여의도동,0.251337,,,,,
,1114011600,중구,남대문로3가,0.250878,,,,,
,1168011000,강남구,압구정동,0.240064,,,,,
,1114011700,중구,남대문로4가,0.234979,,,,,
,1114012400,중구,충무로1가,0.193382,,,,,
,1171010200,송파구,신천동,0.162318,,,,,
,1114012000,중구,봉래동2가,0,,,,,
,1156013100,영등포구,양화동,0,,,,,
,1114010600,중구,남대문로1가,0,,,,,
,1111011900,종로구,세종로,0,,,,,
,1111012300,종로구,서린동,0,,,,,
,1111012700,종로구,공평동,0,,,,,
,1150011100,강서구,과해동,0,,,,,
,1117010600,용산구,용산동1가,0,,,,,
,1150011200,강서구,오곡동,0,,,,,
,1150011300,강서구,오쇠동,0,,,,,
,1156013400,영등포구,양평동,0,,,,,
,1111014500,종로구,송현동,0,,,,,
,1114011500,중구,남대문로2가,0,,,,,
,1117013500,용산구,용산동6가,0,,,,,
,1114011100,중구,소공동,0,,,,,
,1114011000,중구,수표동,0,,,,,
,1111015000,종로구,훈정동,0,,,,,
,1114017000,중구,충정로1가,0,,,,,
,1117010300,용산구,용산동4가,0,,,,,
,1114010900,중구,장교동,0,,,,,
,1114010800,중구,수하동,0,,,,,
,1114010100,중구,무교동,0,,,,,
,1114010300,중구,태평로1가,0,,,,,
,1114010400,중구,을지로1가,0,,,,,
,1111011600,종로구,도렴동,0,,,,,
,1114010700,중구,삼각동,0,,,,,
,1114012600,중구,명동1가,0,,,,,
