법정동코드,법정동코드8,시군구명,법정동명,CI,주거비자료_매칭여부,관측품질,주거비_압박지수,D1_score,LDRI_raw,LDRI,LDRI_rank,LDRI_등급,위험유형,차원비교유형
1129010400,11290104,성북구,동소문동1가,0.390933,매칭,주거비관측,0.1645,0.1645,0.064309,31.875502,248,낮음,안정형,CI 낮음 / 주거비 낮음
1129010500,11290105,성북구,동소문동2가,0.423369,미매칭,주거비자료없음,,,,,,,,
1129010600,11290106,성북구,동소문동3가,0.383284,미매칭,주거비자료없음,,,,,,,,
1129010700,11290107,성북구,동소문동4가,0.39175,매칭,주거비관측,0.2144,0.2144,0.083991,42.454619,137,보통,이탈진행형,CI 낮음 / 주거비 높음
1129010800,11290108,성북구,동소문동5가,0.42373,미매칭,주거비자료없음,,,,,,,,
1129010900,11290109,성북구,동소문동6가,0.54845,매칭,주거비관측,0.1463,0.1463,0.080238,40.437475,160,보통,잠재위험형,CI 높음 / 주거비 낮음
1129011000,11290110,성북구,동소문동7가,0.54887,매칭,주거비관측,0.1889,0.1889,0.103682,53.037854,67,높음,잠재위험형,CI 높음 / 주거비 낮음
1129013000,11290130,성북구,보문동1가,0.4051,매칭,주거비관측,0.1952,0.1952,0.079075,39.812485,171,보통,잠재위험형,CI 높음 / 주거비 낮음
1129013100,11290131,성북구,보문동2가,0.404843,매칭,주거비관측,0.072,0.072,0.029149,12.977683,327,매우낮음,잠재위험형,CI 높음 / 주거비 낮음
1129013200,11290132,성북구,보문동3가,0.40533,매칭,주거비관측,0.1016,0.1016,0.041182,19.445108,315,매우낮음,잠재위험형,CI 높음 / 주거비 낮음
1129012600,11290126,성북구,보문동4가,0.403971,매칭,주거비관측,0.098,0.098,0.039589,18.589237,316,매우낮음,잠재위험형,CI 높음 / 주거비 낮음
1129012700,11290127,성북구,보문동5가,0.405291,매칭,주거비관측,0.1979,0.1979,0.080207,40.420696,161,보통,잠재위험형,CI 높음 / 주거비 낮음
1129012800,11290128,성북구,보문동6가,0.405739,매칭,주거비관측,0.1729,0.1729,0.070152,35.016376,222,낮음,잠재위험형,CI 높음 / 주거비 낮음
1129012900,11290129,성북구,보문동7가,0.404194,매칭,주거비관측,0.173,0.173,0.069926,34.894561,224,낮음,잠재위험형,CI 높음 / 주거비 낮음
1129011100,11290111,성북구,삼선동1가,0.424454,매칭,주거비관측,0.3082,0.3082,0.130817,67.622499,19,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1129011200,11290112,성북구,삼선동2가,0.425215,매칭,주거비관측,0.1848,0.1848,0.07858,39.546029,174,보통,잠재위험형,CI 높음 / 주거비 낮음
1129011300,11290113,성북구,삼선동3가,0.424173,매칭,주거비관측,0.2508,0.2508,0.106383,54.489575,59,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1129011400,11290114,성북구,삼선동4가,0.4254,매칭,주거비관측,0.2186,0.2186,0.092993,47.292649,86,높음,강제잔류·압박형,CI 높음 / 주거비 높음
1129011500,11290115,성북구,삼선동5가,0.424335,매칭,주거비관측,0.1995,0.1995,0.084655,42.811309,134,보통,잠재위험형,CI 높음 / 주거비 낮음
1129013700,11290137,성북구,상월곡동,0.428234,매칭,주거비관측,0.1863,0.1863,0.07978,40.191139,162,보통,잠재위험형,CI 높음 / 주거비 낮음
1129013900,11290139,성북구,석관동,0.397715,매칭,주거비관측,0.1853,0.1853,0.073697,36.921398,201,낮음,안정형,CI 낮음 / 주거비 낮음
1129010100,11290101,성북구,성북동,0.392401,매칭,주거비관측,0.2208,0.2208,0.086642,43.879409,122,높음,이탈진행형,CI 낮음 / 주거비 높음
1129010200,11290102,성북구,성북동1가,0.391788,매칭,주거비관측,0.2059,0.2059,0.080669,40.669064,156,보통,이탈진행형,CI 낮음 / 주거비 높음
1129012100,11290121,성북구,안암동1가,0.58265,매칭,주거비관측,0.2259,0.2259,0.131621,68.054576,17,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1129012200,11290122,성북구,안암동2가,0.582066,매칭,주거비관측,0.086,0.086,0.050058,24.215917,304,매우낮음,잠재위험형,CI 높음 / 주거비 낮음
1129012300,11290123,성북구,안암동3가,0.582617,매칭,주거비관측,0.2184,0.2184,0.127244,65.70205,24,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1129012400,11290124,성북구,안암동4가,0.582208,매칭,주거비관측,0.1364,0.1364,0.079413,39.993957,166,보통,잠재위험형,CI 높음 / 주거비 낮음
1129012500,11290125,성북구,안암동5가,0.582295,매칭,주거비관측,0.2084,0.2084,0.12135,62.534443,31,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1129013800,11290138,성북구,장위동,0.393408,매칭,주거비관측,0.2201,0.2201,0.086589,43.850952,123,높음,이탈진행형,CI 낮음 / 주거비 높음
1129013300,11290133,성북구,정릉동,0.359532,매칭,주거비관측,0.1711,0.1711,0.061516,30.374488,265,매우낮음,안정형,CI 낮음 / 주거비 낮음
1129013500,11290135,성북구,종암동,0.358464,매칭,주거비관측,0.228,0.228,0.08173,41.239113,150,보통,이탈진행형,CI 낮음 / 주거비 높음
1129013600,11290136,성북구,하월곡동,0.348633,매칭,주거비관측,0.2387,0.2387,0.083219,42.039332,140,보통,이탈진행형,CI 낮음 / 주거비 높음
1171010700,11710107,송파구,가락동,0.280242,매칭,주거비관측,0.2036,0.2036,0.057057,27.978026,285,매우낮음,이탈진행형,CI 낮음 / 주거비 높음
1171011300,11710113,송파구,거여동,0.30502,매칭,주거비관측,0.2213,0.2213,0.067501,33.591307,232,낮음,이탈진행형,CI 낮음 / 주거비 높음
1171011400,11710114,송파구,마천동,0.413645,매칭,주거비관측,0.2264,0.2264,0.093649,47.645663,83,높음,강제잔류·압박형,CI 높음 / 주거비 높음
1171010800,11710108,송파구,문정동,0.379637,매칭,주거비관측,0.1949,0.1949,0.073991,37.079766,199,낮음,안정형,CI 낮음 / 주거비 낮음
1171011100,11710111,송파구,방이동,0.374679,매칭,주거비관측,0.2129,0.2129,0.079769,40.185339,163,보통,이탈진행형,CI 낮음 / 주거비 높음
1171010600,11710106,송파구,삼전동,0.471647,매칭,주거비관측,0.1947,0.1947,0.09183,46.667657,90,높음,잠재위험형,CI 높음 / 주거비 낮음
1171010500,11710105,송파구,석촌동,0.465291,매칭,주거비관측,0.2021,0.2021,0.094035,47.853166,81,높음,강제잔류·압박형,CI 높음 / 주거비 높음
1171010400,11710104,송파구,송파동,0.370704,매칭,주거비관측,0.196,0.196,0.072658,36.363162,207,낮음,안정형,CI 낮음 / 주거비 낮음
1171010200,11710102,송파구,신천동,0.162318,미매칭,주거비자료없음,,,,,,,,
1171011200,11710112,송파구,오금동,0.324563,매칭,주거비관측,0.207,0.207,0.067185,33.421349,235,낮음,이탈진행형,CI 낮음 / 주거비 높음
1171010100,11710101,송파구,잠실동,0.267191,매칭,주거비관측,0.199,0.199,0.053171,25.889249,295,매우낮음,안정형,CI 낮음 / 주거비 낮음
1171010900,11710109,송파구,장지동,0.326982,미매칭,주거비자료없음,,,,,,,,
1171010300,11710103,송파구,풍납동,0.334919,매칭,주거비관측,0.1845,0.1845,0.061793,30.523234,263,낮음,안정형,CI 낮음 / 주거비 낮음
1147010200,11470102,양천구,목동,0.279104,매칭,주거비관측,0.1819,0.1819,0.050769,24.598214,300,매우낮음,안정형,CI 낮음 / 주거비 낮음
1147010300,11470103,양천구,신월동,0.369553,매칭,주거비관측,0.1724,0.1724,0.063711,31.554296,252,낮음,안정형,CI 낮음 / 주거비 낮음
1147010100,11470101,양천구,신정동,0.315273,매칭,주거비관측,0.1922,0.1922,0.060595,29.87979,271,매우낮음,안정형,CI 낮음 / 주거비 낮음
1156011700,11560117,영등포구,당산동,0.421237,매칭,주거비관측,0.2167,0.2167,0.091282,46.373337,95,높음,강제잔류·압박형,CI 높음 / 주거비 높음
1156011100,11560111,영등포구,당산동1가,0.464752,매칭,주거비관측,0.2285,0.2285,0.106196,54.389182,60,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1156011200,11560112,영등포구,당산동2가,0.464703,매칭,주거비관측,0.1268,0.1268,0.058924,28.981568,279,매우낮음,잠재위험형,CI 높음 / 주거비 낮음
1156011300,11560113,영등포구,당산동3가,0.464972,매칭,주거비관측,0.1855,0.1855,0.086252,43.669869,125,높음,잠재위험형,CI 높음 / 주거비 낮음
1156011400,11560114,영등포구,당산동4가,0.4214,매칭,주거비관측,0.2202,0.2202,0.092792,47.184985,87,높음,강제잔류·압박형,CI 높음 / 주거비 높음
1156011500,11560115,영등포구,당산동5가,0.421401,미매칭,주거비자료없음,,,,,,,,
1156011600,11560116,영등포구,당산동6가,0.421269,매칭,주거비관측,0.2174,0.2174,0.091584,46.535586,92,높음,강제잔류·압박형,CI 높음 / 주거비 높음
1156013300,11560133,영등포구,대림동,0.386412,매칭,주거비관측,0.1718,0.1718,0.066386,32.991844,241,낮음,안정형,CI 낮음 / 주거비 낮음
1156011800,11560118,영등포구,도림동,0.458532,매칭,주거비관측,0.243,0.243,0.111423,57.198943,47,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1156011900,11560119,영등포구,문래동1가,0.258563,매칭,주거비관측,0.1959,0.1959,0.050652,24.53559,301,매우낮음,안정형,CI 낮음 / 주거비 낮음
1156012000,11560120,영등포구,문래동2가,0.268707,미매칭,주거비자료없음,,,,,,,,
1156012100,11560121,영등포구,문래동3가,0.271339,매칭,주거비관측,0.1887,0.1887,0.051202,24.830731,298,매우낮음,안정형,CI 낮음 / 주거비 낮음
1156012200,11560122,영등포구,문래동4가,0.270564,미매칭,주거비자료없음,,,,,,,,
1156012300,11560123,영등포구,문래동5가,0.270729,미매칭,주거비자료없음,,,,,,,,
1156012400,11560124,영등포구,문래동6가,0.271236,미매칭,주거비자료없음,,,,,,,,
1156013200,11560132,영등포구,신길동,0.40546,매칭,주거비관측,0.2257,0.2257,0.091512,46.497077,93,높음,강제잔류·압박형,CI 높음 / 주거비 높음
1156013400,11560134,영등포구,양평동,0,미매칭,주거비자료없음,,,,,,,,
1156012500,11560125,영등포구,양평동1가,0.444599,매칭,주거비관측,0.2972,0.2972,0.132135,68.331062,16,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1156012600,11560126,영등포구,양평동2가,0.444419,매칭,주거비관측,0.4299,0.4299,0.191056,100,1,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1156012700,11560127,영등포구,양평동3가,0.42704,매칭,주거비관측,0.1638,0.1638,0.069949,34.907265,223,낮음,잠재위험형,CI 높음 / 주거비 낮음
1156012800,11560128,영등포구,양평동4가,0.408586,매칭,주거비관측,0.1847,0.1847,0.075466,37.872399,192,보통,잠재위험형,CI 높음 / 주거비 낮음
1156012900,11560129,영등포구,양평동5가,0.408368,매칭,주거비관측,0.2214,0.2214,0.090413,45.906019,98,높음,강제잔류·압박형,CI 높음 / 주거비 높음
1156013000,11560130,영등포구,양평동6가,0.408612,매칭,주거비관측,0.24,0.24,0.098067,50.020046,73,높음,강제잔류·압박형,CI 높음 / 주거비 높음
1156013100,11560131,영등포구,양화동,0,미매칭,주거비자료없음,,,,,,,,
1156011000,11560110,영등포구,여의도동,0.251337,미매칭,주거비자료없음,,,,,,,,
1156010100,11560101,영등포구,영등포동,0.600818,매칭,주거비관측,0.2043,0.2043,0.122747,63.285235,27,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1156010200,11560102,영등포구,영등포동1가,0.641485,매칭,주거비관측,0.1639,0.1639,0.105139,53.821406,64,매우높음,잠재위험형,CI 높음 / 주거비 낮음
1156010300,11560103,영등포구,영등포동2가,0.64171,매칭,주거비관측,0.1822,0.1822,0.11692,60.15307,36,매우높음,잠재위험형,CI 높음 / 주거비 낮음
1156010400,11560104,영등포구,영등포동3가,0.641982,매칭,주거비관측,0.1753,0.1753,0.11254,57.798833,44,매우높음,잠재위험형,CI 높음 / 주거비 낮음
1156010500,11560105,영등포구,영등포동4가,0.640635,매칭,주거비관측,0.2023,0.2023,0.1296,66.968768,22,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1156010600,11560106,영등포구,영등포동5가,0.641954,매칭,주거비관측,0.1659,0.1659,0.1065,54.552804,58,매우높음,잠재위험형,CI 높음 / 주거비 낮음
1156010700,11560107,영등포구,영등포동6가,0.641106,매칭,주거비관측,0.204,0.204,0.130786,67.605846,20,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1156010800,11560108,영등포구,영등포동7가,0.641912,매칭,주거비관측,0.2043,0.2043,0.131143,67.797659,18,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1156010900,11560109,영등포구,영등포동8가,0.641821,매칭,주거비관측,0.2257,0.2257,0.144859,75.170059,11,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1117010400,11170104,용산구,갈월동,0.753065,매칭,주거비관측,0.1611,0.1611,0.121319,62.517518,32,매우높음,잠재위험형,CI 높음 / 주거비 낮음
1117010500,11170105,용산구,남영동,0.750421,매칭,주거비관측,0.1738,0.1738,0.130423,67.411013,21,매우높음,잠재위험형,CI 높음 / 주거비 낮음
1117012000,11170120,용산구,도원동,0.387106,매칭,주거비관측,0.1373,0.1373,0.05315,25.877757,296,매우낮음,안정형,CI 낮음 / 주거비 낮음
1117013200,11170132,용산구,동빙고동,0.297042,매칭,주거비관측,0.2684,0.2684,0.079726,40.162102,164,보통,이탈진행형,CI 낮음 / 주거비 높음
1117010700,11170107,용산구,동자동,0.752486,매칭,주거비관측,0.229,0.229,0.172319,89.929492,4,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1117012200,11170122,용산구,문배동,0.45947,매칭,주거비관측,0.1312,0.1312,0.060282,29.711555,273,매우낮음,잠재위험형,CI 높음 / 주거비 낮음
1117013600,11170136,용산구,보광동,0.480861,매칭,주거비관측,0.195,0.195,0.093768,47.709401,82,높음,잠재위험형,CI 높음 / 주거비 낮음
1117011500,11170115,용산구,산천동,0.382839,매칭,주거비관측,0.2151,0.2151,0.082349,41.571759,146,보통,이탈진행형,CI 낮음 / 주거비 높음
1117010800,11170108,용산구,서계동,0.53338,매칭,주거비관측,0.2116,0.2116,0.112863,57.972854,43,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1117013300,11170133,용산구,서빙고동,0.296871,매칭,주거비관측,0.2994,0.2994,0.088883,45.083967,107,높음,이탈진행형,CI 낮음 / 주거비 높음
1117012300,11170123,용산구,신계동,0.458723,매칭,주거비관측,0.1931,0.1931,0.088579,44.920715,110,높음,잠재위험형,CI 높음 / 주거비 낮음
1117011400,11170114,용산구,신창동,0.382508,매칭,주거비관측,0.2131,0.2131,0.081512,41.122326,152,보통,이탈진행형,CI 낮음 / 주거비 높음
1117012100,11170121,용산구,용문동,0.387238,매칭,주거비관측,0.2393,0.2393,0.092666,47.117223,88,높음,이탈진행형,CI 낮음 / 주거비 높음
1117010600,11170106,용산구,용산동1가,0,미매칭,주거비자료없음,,,,,,,,
1117010200,11170102,용산구,용산동2가,0.476553,매칭,주거비관측,0.2228,0.2228,0.106176,54.378581,61,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1117012600,11170126,용산구,용산동3가,0.407075,매칭,주거비관측,0.3261,0.3261,0.132747,68.66002,15,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1117010300,11170103,용산구,용산동4가,0,미매칭,주거비자료없음,,,,,,,,
1117012700,11170127,용산구,용산동5가,0.409904,미매칭,주거비자료없음,,,,,,,,
1117013500,11170135,용산구,용산동6가,0,미매칭,주거비자료없음,,,,,,,,
1117011200,11170112,용산구,원효로1가,0.459265,매칭,주거비관측,0.2349,0.2349,0.107881,55.295182,56,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1117011300,11170113,용산구,원효로2가,0.459288,매칭,주거비관측,0.2425,0.2425,0.111377,57.174222,48,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1117011700,11170117,용산구,원효로3가,0.38176,매칭,주거비관측,0.217,0.217,0.082842,41.836847,144,보통,이탈진행형,CI 낮음 / 주거비 높음
1117011800,11170118,용산구,원효로4가,0.382677,매칭,주거비관측,0.197,0.197,0.075387,37.830166,193,보통,안정형,CI 낮음 / 주거비 낮음
1117012900,11170129,용산구,이촌동,0.218699,매칭,주거비관측,0.2177,0.2177,0.047611,22.900682,309,매우낮음,이탈진행형,CI 낮음 / 주거비 높음
1117013000,11170130,용산구,이태원동,0.426627,매칭,주거비관측,0.2265,0.2265,0.096631,49.248302,74,높음,강제잔류·압박형,CI 높음 / 주거비 높음
1117013400,11170134,용산구,주성동,0.295183,매칭,주거비관측,0.2123,0.2123,0.062667,30.993337,259,낮음,이탈진행형,CI 낮음 / 주거비 높음
1117011600,11170116,용산구,청암동,0.380101,미매칭,주거비자료없음,,,,,,,,
1117010900,11170109,용산구,청파동1가,0.533148,매칭,주거비관측,0.2308,0.2308,0.123051,63.448328,26,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1117011000,11170110,용산구,청파동2가,0.533226,매칭,주거비관측,0.2155,0.2155,0.11491,59.072988,41,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1117011100,11170111,용산구,청파동3가,0.532764,매칭,주거비관측,0.2033,0.2033,0.108311,55.52606,54,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1117012400,11170124,용산구,한강로1가,0.410736,매칭,주거비관측,0.2009,0.2009,0.082517,41.66214,145,보통,강제잔류·압박형,CI 높음 / 주거비 높음
1117012500,11170125,용산구,한강로2가,0.410523,매칭,주거비관측,0.2826,0.2826,0.116014,59.66614,39,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1117012800,11170128,용산구,한강로3가,0.410593,매칭,주거비관측,0.1845,0.1845,0.075754,38.02743,188,보통,잠재위험형,CI 높음 / 주거비 낮음
1117013100,11170131,용산구,한남동,0.342811,매칭,주거비관측,0.3185,0.3185,0.109185,55.996087,53,매우높음,이탈진행형,CI 낮음 / 주거비 높음
1117011900,11170119,용산구,효창동,0.335536,매칭,주거비관측,0.24,0.24,0.080529,40.593543,158,보통,이탈진행형,CI 낮음 / 주거비 높음
1117010100,11170101,용산구,후암동,0.435371,매칭,주거비관측,0.214,0.214,0.093169,47.387734,85,높음,강제잔류·압박형,CI 높음 / 주거비 높음
1138010400,11380104,은평구,갈현동,0.399897,매칭,주거비관측,0.1888,0.1888,0.0755,37.890988,190,보통,잠재위험형,CI 높음 / 주거비 낮음
1138010500,11380105,은평구,구산동,0.35283,매칭,주거비관측,0.183,0.183,0.064568,32.014933,247,낮음,안정형,CI 낮음 / 주거비 낮음
1138010200,11380102,은평구,녹번동,0.384938,매칭,주거비관측,0.2069,0.2069,0.079644,40.117917,165,보통,이탈진행형,CI 낮음 / 주거비 높음
1138010600,11380106,은평구,대조동,0.485457,매칭,주거비관측,0.2022,0.2022,0.098159,50.069782,72,높음,강제잔류·압박형,CI 높음 / 주거비 높음
1138010300,11380103,은평구,불광동,0.418395,매칭,주거비관측,0.2031,0.2031,0.084976,42.983909,132,높음,강제잔류·압박형,CI 높음 / 주거비 높음
1138010100,11380101,은평구,수색동,0.325706,매칭,주거비관측,0.2875,0.2875,0.093641,47.640971,84,높음,이탈진행형,CI 낮음 / 주거비 높음
1138010900,11380109,은평구,신사동,0.354646,매칭,주거비관측,0.1758,0.1758,0.062347,30.821078,260,낮음,안정형,CI 낮음 / 주거비 낮음
1138010800,11380108,은평구,역촌동,0.381936,매칭,주거비관측,0.1987,0.1987,0.075891,38.100732,187,보통,안정형,CI 낮음 / 주거비 낮음
1138010700,11380107,은평구,응암동,0.375552,매칭,주거비관측,0.1749,0.1749,0.065684,32.614857,243,낮음,안정형,CI 낮음 / 주거비 낮음
1138011000,11380110,은평구,증산동,0.329968,매칭,주거비관측,0.2259,0.2259,0.07454,37.374569,198,보통,이탈진행형,CI 낮음 / 주거비 높음
1138011400,11380114,은평구,진관동,0.288944,매칭,주거비관측,0.137,0.137,0.039585,18.587215,317,매우낮음,안정형,CI 낮음 / 주거비 낮음
1111014600,11110146,종로구,가회동,0.313893,매칭,주거비관측,0.1588,0.1588,0.049846,24.102243,305,매우낮음,안정형,CI 낮음 / 주거비 낮음
1111012900,11110129,종로구,견지동,0.650187,미매칭,주거비자료없음,,,,,,,,
1111013400,11110134,종로구,경운동,0.654338,미매칭,주거비자료없음,,,,,,,,
1111014800,11110148,종로구,계동,0.312389,매칭,주거비관측,0.1877,0.1877,0.058636,28.826339,281,매우낮음,안정형,CI 낮음 / 주거비 낮음
1111012700,11110127,종로구,공평동,0,미매칭,주거비자료없음,,,,,,,,
1111015500,11110155,종로구,관수동,0.652425,매칭,주거비관측,0.2036,0.2036,0.132834,68.706678,14,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1111013500,11110135,종로구,관철동,0.652637,미매칭,주거비자료없음,,,,,,,,
1111012800,11110128,종로구,관훈동,0.639489,미매칭,주거비자료없음,,,,,,,,
1111017600,11110176,종로구,교남동,0.313222,미매칭,주거비자료없음,,,,,,,,
1111018000,11110180,종로구,교북동,0.316411,미매칭,주거비자료없음,,,,,,,,
1111018200,11110182,종로구,구기동,0.232863,매칭,주거비관측,0.2185,0.2185,0.050881,24.658161,299,매우낮음,이탈진행형,CI 낮음 / 주거비 높음
1111010300,11110103,종로구,궁정동,0.299625,미매칭,주거비자료없음,,,,,,,,
1111013100,11110131,종로구,권농동,0.651841,미매칭,주거비자료없음,,,,,,,,
1111013700,11110137,종로구,낙원동,0.652438,미매칭,주거비자료없음,,,,,,,,
1111011800,11110118,종로구,내수동,0.342529,매칭,주거비관측,0.2028,0.2028,0.069465,34.6469,225,낮음,이탈진행형,CI 낮음 / 주거비 높음
1111011400,11110114,종로구,내자동,0.305597,미매칭,주거비자료없음,,,,,,,,
1111010900,11110109,종로구,누상동,0.306491,매칭,주거비관측,0.2202,0.2202,0.067489,33.585172,233,낮음,이탈진행형,CI 낮음 / 주거비 높음
1111011000,11110110,종로구,누하동,0.305773,매칭,주거비관측,0.1561,0.1561,0.047731,22.965478,308,매우낮음,안정형,CI 낮음 / 주거비 낮음
1111011700,11110117,종로구,당주동,0.33525,미매칭,주거비자료없음,,,,,,,,
1111011600,11110116,종로구,도렴동,0,미매칭,주거비자료없음,,,,,,,,
1111015300,11110153,종로구,돈의동,0.650744,미매칭,주거비자료없음,,,,,,,,
1111016800,11110168,종로구,동숭동,0.500037,매칭,주거비관측,0.2265,0.2265,0.113258,58.185211,42,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1111017000,11110170,종로구,명륜1가,0.472228,매칭,주거비관측,0.1678,0.1678,0.07924,39.900807,170,보통,잠재위험형,CI 높음 / 주거비 낮음
1111017100,11110171,종로구,명륜2가,0.472495,매칭,주거비관측,0.1273,0.1273,0.060149,29.639635,274,매우낮음,잠재위험형,CI 높음 / 주거비 낮음
1111017300,11110173,종로구,명륜3가,0.472267,매칭,주거비관측,0.1959,0.1959,0.092517,47.037105,89,높음,잠재위험형,CI 높음 / 주거비 낮음
1111017200,11110172,종로구,명륜4가,0.471554,매칭,주거비관측,0.1633,0.1633,0.077005,38.699477,180,보통,잠재위험형,CI 높음 / 주거비 낮음
1111015100,11110151,종로구,묘동,0.637305,미매칭,주거비자료없음,,,,,,,,
1111018700,11110187,종로구,무악동,0.257106,매칭,주거비관측,0.1085,0.1085,0.027896,12.304385,328,매우낮음,안정형,CI 낮음 / 주거비 낮음
1111015200,11110152,종로구,봉익동,0.647549,미매칭,주거비자료없음,,,,,,,,
1111018400,11110184,종로구,부암동,0.291163,매칭,주거비관측,0.1883,0.1883,0.054826,26.778834,292,매우낮음,안정형,CI 낮음 / 주거비 낮음
1111014400,11110144,종로구,사간동,0.303156,미매칭,주거비자료없음,,,,,,,,
1111011500,11110115,종로구,사직동,0.342613,매칭,주거비관측,0.1782,0.1782,0.061054,30.126008,270,매우낮음,안정형,CI 낮음 / 주거비 낮음
1111014000,11110140,종로구,삼청동,0.316712,미매칭,주거비자료없음,,,,,,,,
1111012300,11110123,종로구,서린동,0,미매칭,주거비자료없음,,,,,,,,
1111011900,11110119,종로구,세종로,0,미매칭,주거비자료없음,,,,,,,,
1111014200,11110142,종로구,소격동,0.303156,미매칭,주거비자료없음,,,,,,,,
1111017800,11110178,종로구,송월동,0.315708,미매칭,주거비자료없음,,,,,,,,
1111014500,11110145,종로구,송현동,0,미매칭,주거비자료없음,,,,,,,,
1111012400,11110124,종로구,수송동,0.648021,미매칭,주거비자료없음,,,,,,,,
1111017500,11110175,종로구,숭인동,0.522956,매칭,주거비관측,0.3486,0.3486,0.182302,95.295259,2,매우높음,강제잔류·압박형,CI 높음 / 주거비 높음
1111010200,11110102,종로구,신교동,0.305184,매칭,주거비관측,0.1949,0.1949,0.05948,29.280403,277,매우낮음,안정형,CI 낮음 / 주거비 낮음
1111012000,11110120,종로구,신문로1가,0.305597,미매칭,주거비자료없음,,,,,,,,
1111012100,11110121,종로구,신문로2가,0.342578,매칭,주거비관측,0.4811,0.4811,0.164814,85.89557,5,매우높음,이탈진행형,CI 낮음 / 주거비 높음
1111018600,11110186,종로구,신영동,0.291103,매칭,주거비관측,0.237,0.237,0.068991,34.392452,227,낮음,이탈진행형,CI 낮음 / 주거비 높음
1111014100,11110141,종로구,안국동,0.309378,매칭,주거비관측,0.1062,0.1062,0.032856,14.970243,323,매우낮음,안정형,CI 낮음 / 주거비 낮음
1111016600,11110166,종로구,연건동,0.500045,매칭,주거비관측,0.1782,0.1782,0.089108,45.204772,106,높음,잠재위험형,CI 높음 / 주거비 낮음
1111016000,11110160,종로구,연지동,0.546198,매칭,주거비관측,0.0554,0.0554,0.030259,13.574648,325,매우낮음,잠재위험형,CI 높음 / 주거비 낮음
1111015800,11110158,종로구,예지동,0.649826,미매칭,주거비자료없음,,,,,,,,
1111011100,11110111,종로구,옥인동,0.305202,매칭,주거비관측,0.3122,0.3122,0.095284,48.52439,78,높음,이탈진행형,CI 낮음 / 주거비 높음
1111013000,11110130,종로구,와룡동,0.552281,미매칭,주거비자료없음,,,,,,,,
1111013200,11110132,종로구,운니동,0.643742,매칭,주거비관측,0.0456,0.0456,0.029355,13.088359,326,매우낮음,잠재위험형,CI 높음 / 주거비 낮음
1111015900,11110159,종로구,원남동,0.652132,미매칭,주거비자료없음,,,,,,,,
1111014900,11110149,종로구,원서동,0.314286,매칭,주거비관측,0.1957,0.1957,0.061506,30.369039,266,매우낮음,안정형,CI 낮음 / 주거비 낮음
1111016500,11110165,종로구,이화동,0.499869,매칭,주거비관측,0.1808,0.1808,0.090376,45.886526,99,높음,잠재위험형,CI 높음 / 주거비 낮음
1111013300,11110133,종로구,익선동,0.65165,미매칭,주거비자료없음,,,,,,,,
1111013600,11110136,종로구,인사동,0.644507,미매칭,주거비자료없음,,,,,,,,
1111015700,11110157,종로구,인의동,0.652069,미매칭,주거비자료없음,,,,,,,,
1111015400,11110154,종로구,장사동,0.644321,미매칭,주거비자료없음,,,,,,,,
1111014700,11110147,종로구,재동,0.306,미매칭,주거비자료없음,,,,,,,,
1111010700,11110107,종로구,적선동,0.29529,미매칭,주거비자료없음,,,,,,,,
1111012600,11110126,종로구,종로1가,0.646473,미매칭,주거비자료없음,,,,,,,,
1111013800,11110138,종로구,종로2가,0.622393,미매칭,주거비자료없음,,,,,,,,
1111015600,11110156,종로구,종로3가,0.652125,미매칭,주거비자료없음,,,,,,,,
1111016100,11110161,종로구,종로4가,0.568919,미매칭,주거비자료없음,,,,,,,,
1111016300,11110163,종로구,종로5가,0.544727,미매칭,주거비자료없음,,,,,,,,
1111016400,11110164,종로구,종로6가,0.545178,미매칭,주거비자료없음,,,,,,,,
1111012500,11110125,종로구,중학동,0.370433,미매칭,주거비자료없음,,,,,,,,
